"Name";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"High";"Low";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"FNG N.V.";"NL0012047849";"FNG";"Euronext Amsterdam";"EUR";"25.20";"25.80";"25.00";"25.20";"05/01/2018 15:40";"CET";"727";"18237.40"
"FOCUS HOME INT";"FR0012419307";"ALFOC";"Euronext Growth Paris";"EUR";"32.00";"32.10";"31.90";"32.00";"05/01/2018 16:41";"CET";"1063";"34051.30"
"FONC ATLAND BSA";"FR0012951028";"FATBS";"Euronext Paris";"EUR";"1.05";"1.05";"1.05";"1.05";"08/12/2017 17:35";"CET";"1";"1.05"
"FONC. PARIS NORD";"FR0011277391";"FPN";"Euronext Paris";"EUR";"0.051";"0.065";"0.051";"0.0616";"05/01/2018 17:35";"CET";"22739861";"1378466.7394"
"FONC. VOLTA NV18";"FR0013306073";"SPENV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"FONC.DES REGIONS";"FR0000064578";"FDR";"Euronext Paris";"EUR";"93.25";"93.30";"92.90";"93.30";"05/01/2018 17:35";"CET";"131802";"12278770.70"
"FONCIERE 7 INVEST";"FR0000065930";"LEBL";"Euronext Paris";"EUR";"2.78";"2.78";"2.78";"2.78";"29/12/2017 16:30";"CET";"25";"69.50"
"FONCIERE ATLAND";"FR0000064362";"FATL";"Euronext Paris";"EUR";"124.00";"124.00";"124.00";"124.00";"05/01/2018 16:17";"CET";"23";"2852.00"
"FONCIERE DES MURS";"FR0000060303";"FMU";"Euronext Paris";"EUR";"28.70";"29.00";"28.70";"28.70";"05/01/2018 17:35";"CET";"2371";"68417.50"
"FONCIERE EURIS";"FR0000038499";"EURS";"Euronext Paris";"EUR";"41.40";"41.40";"41.40";"41.40";"05/01/2018 16:30";"CET";"181";"7493.40"
"FONCIERE INEA";"FR0010341032";"INEA";"Euronext Paris";"EUR";"40.00";"40.00";"40.00";"40.00";"05/01/2018 17:35";"CET";"188";"7520.00"
"FONCIERE LYONNAISE";"FR0000033409";"FLY";"Euronext Paris";"EUR";"56.00";"56.20";"55.60";"56.00";"05/01/2018 17:35";"CET";"3537";"197628.00"
"FONCIERE VINDI";"FR0011605617";"MLVIN";"Euronext Access Paris";"EUR";"0.90";"0.90";"0.90";"0.90";"29/11/2017 16:30";"CET";"30";"27.00"
"FONCIERE VOLTA";"FR0000053944";"SPEL";"Euronext Paris";"EUR";"4.02";"4.02";"4.02";"4.02";"27/12/2017 16:30";"CET";"15026";"60404.52"
"FOOT LOCKER";"US3448491049";"FOOTL";"Traded not listed Brussels";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"FORESTIERE EQUAT.";"CI0000053161";"FORE";"Euronext Paris";"EUR";"895.99";"895.99";"895.99";"895.99";"02/09/2016 16:30";"CET";"2";"1791.98"
"FORFARMERS";"NL0011832811";"FFARM";"Euronext Amsterdam";"EUR";"10.34";"10.34";"10.22";"10.24";"05/01/2018 17:35";"CET";"35763";"366821.72"
"FOUNTAIN";"BE0003752665";"FOU";"Euronext Brussels";"EUR";"1.08";"1.08";"1.08";"1.08";"05/01/2018 16:30";"CET";"200";"216.00"
"FOUNTAINE PAJOT";"FR0010485268";"ALFPC";"Euronext Growth Paris";"EUR";"102.00";"105.00";"101.50";"105.00";"05/01/2018 17:35";"CET";"2272";"234162.00"
"FRANCAISE ENERGIE";"FR0013030152";"LFDE";"Euronext Paris";"EUR";"17.80";"17.80";"16.50";"17.05";"05/01/2018 17:22";"CET";"68134";"1178071.15"
"FRANCE CHAUFFAGE";"FR0004260479";"MLFRC";"Euronext Access Paris";"EUR";"1.81";"1.81";"1.81";"1.81";"06/12/2017 11:30";"CET";"10";"18.10"
"FRANCE TOURISME";"FR0010823724";"MLFTI";"Euronext Access Paris";"EUR";"0.07";"0.07";"0.07";"0.07";"05/01/2018 11:30";"CET";"560";"39.20"
"FREELANCE BS 2018";"FR0013229291";"FREBS";"Euronext Growth Paris";"EUR";"0.30";"0.30";"0.30";"0.30";"20/12/2017 11:30";"CET";"1612";"483.60"
"FREELANCE.COM";"FR0004187367";"ALFRE";"Euronext Growth Paris";"EUR";"1.74";"1.74";"1.58";"1.58";"05/01/2018 16:30";"CET";"300";"490.00"
"FREY";"FR0010588079";"FREY";"Euronext Paris";"EUR";"24.80";"24.80";"24.80";"24.80";"05/01/2018 17:29";"CET";"21";"520.80"
"FROMAGERIES BEL";"FR0000121857";"FBEL";"Euronext Paris";"EUR";"488.00";"500.00";"488.00";"500.00";"05/01/2018 17:19";"CET";"537";"268308.00"
"FUDAKIN";"HK0000058989";"MLKIN";"Euronext Access Paris";"EUR";"11.00";"11.00";"11.00";"11.00";"19/12/2011 15:00";"CET";"500";"5500.00"
"FUGRO";"NL0000352565";"FUR";"Euronext Amsterdam";"EUR";"13.75";"13.76";"13.495";"13.515";"05/01/2018 17:35";"CET";"1020393";"13865018.595"
"FUT.CLUBE PORTO";"PTFCP0AM0008";"FCP";"Euronext Lisbon";"EUR";"0.73";"0.73";"0.73";"0.73";"05/01/2018 16:30";"BST";"100";"73.00"
"FUTUREN";"FR0011284991";"FTRN";"Euronext Paris";"EUR";"1.13";"1.14";"1.13";"1.13";"05/01/2018 17:29";"CET";"19064";"21618.13"
"G.A.I.";"FR0000053415";"MLGAI";"Euronext Access Paris";"EUR";"90.00";"90.00";"90.00";"90.00";"12/12/2017 16:30";"CET";"1";"90.00"
"GALAPAGOS";"BE0003818359";"GLPG";"Euronext Amsterdam, Brussels";"EUR";"81.10";"81.70";"80.80";"81.20";"05/01/2018 17:35";"CET";"415568";"33760865.62"
"GALEO";"FR0011100759";"MLGAL";"Euronext Access Paris";"EUR";"2.90";"2.90";"2.90";"2.90";"06/12/2017 16:30";"CET";"15";"43.50"
"GALIMMO";"FR0000030611";"GALIM";"Euronext Paris";"EUR";"24.60";"24.60";"24.60";"24.60";"05/01/2018 11:30";"CET";"1";"24.60"
"GALLOO ILE DE FCE";"FR0000077232";"MLGRD";"Euronext Access Paris";"EUR";"9.94";"9.94";"9.94";"9.94";"27/12/2016 15:00";"CET";"3";"29.82"
"GALP ENERGIA-NOM";"PTGAL0AM0009";"GALP";"Euronext Lisbon";"EUR";"15.925";"15.995";"15.86";"15.955";"05/01/2018 22:35";"BST";"1063488";"16964951.445"
"GASCOGNE";"FR0000124414";"ALBI";"Euronext Growth Paris";"EUR";"4.00";"4.00";"3.96";"3.96";"05/01/2018 16:30";"CET";"939";"3724.72"
"GAUMONT";"FR0000034894";"GAM";"Euronext Paris";"EUR";"123.50";"125.00";"121.00";"124.50";"05/01/2018 15:45";"CET";"136";"16631.50"
"GAUMONT NV18";"FR0013308731";"GAMNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"GAUSSIN";"FR0010342329";"ALGAU";"Euronext Growth Paris";"EUR";"0.1352";"0.148";"0.1334";"0.138";"05/01/2018 17:38";"CET";"4419267";"622805.9516"
"GAUSSIN BSA";"FR0013186061";"GAUBT";"Euronext Growth Paris";"EUR";"0.01";"0.01";"0.01";"0.01";"29/12/2017 09:00";"CET";"30000";"300.00"
"GAUSSIN BSAR";"FR0011462803";"GAUBS";"Euronext Growth Paris";"EUR";"0.07";"0.07";"0.07";"0.07";"05/01/2018 10:32";"CET";"4500";"315.00"
"GBL";"BE0003797140";"GBLB";"Euronext Brussels";"EUR";"92.38";"92.90";"92.28";"92.90";"05/01/2018 17:35";"CET";"102442";"9493560.24"
"GDS (144A) RUSAL";"US9098831004";"RUAL";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"GDS (S) RUSAL";"US9098832093";"RUSAL";"Euronext Paris";"EUR";"11.10";"11.10";"11.10";"11.10";"18/12/2017 09:00";"CET";"160";"1776.00"
"GDS MOULINS STRAS.";"FR0000064180";"GDMS";"Euronext Paris";"EUR";"755.00";"755.00";"755.00";"755.00";"04/01/2018 16:30";"CET";"5";"3775.00"
"GEA GRENOBL.ELECT.";"FR0000053035";"GEA";"Euronext Paris";"EUR";"88.80";"88.80";"87.00";"87.00";"05/01/2018 17:02";"CET";"316";"27593.20"
"GECI INTL";"FR0000079634";"GECP";"Euronext Paris";"EUR";"0.0984";"0.102";"0.0932";"0.0974";"05/01/2018 17:36";"CET";"2545334";"252088.1168"
"GECI INTL BSAR A";"FR0013266764";"GECBT";"Euronext Paris";"EUR";"0.007";"0.0078";"0.007";"0.007";"05/01/2018 15:20";"CET";"95491";"715.637"
"GECINA NOM.";"FR0010040865";"GFC";"Euronext Paris";"EUR";"152.90";"154.30";"152.70";"154.30";"05/01/2018 17:35";"CET";"95718";"14738102.00"
"GEMALTO";"NL0000400653";"GTO";"Euronext Amsterdam, Paris";"EUR";"49.54";"49.65";"49.41";"49.50";"05/01/2018 17:36";"CET";"1002962";"49640144.68"
"GENERAL ELECTRIC";"US3696041033";"GNE";"Euronext Paris";"EUR";"15.56";"15.78";"15.42";"15.50";"05/01/2018 17:35";"CET";"40071";"627095.06"
"GENERIX";"FR0010501692";"GENX";"Euronext Paris";"EUR";"2.70";"2.74";"2.70";"2.73";"05/01/2018 17:22";"CET";"7913";"21489.50"
"GENEURO";"CH0308403085";"GNRO";"Euronext Paris";"EUR";"5.80";"6.36";"5.80";"6.24";"05/01/2018 17:35";"CET";"20169";"123487.82"
"GENFIT";"FR0004163111";"GNFT";"Euronext Paris";"EUR";"24.56";"25.30";"24.26";"25.14";"05/01/2018 17:35";"CET";"375554";"9350815.16"
"GENK LOGIST. CERT";"BE0003740546";"GENK";"Euronext Brussels";"EUR";"123.22";"123.22";"123.22";"123.22";"05/01/2018 11:30";"CET";"4";"492.88"
"GENKYOTEX";"FR0011790542";"GKTX";"Euronext Paris, Brussels";"EUR";"1.68";"1.69";"1.652";"1.662";"05/01/2018 17:28";"CET";"54594";"91185.558"
"GENOMIC VISION";"FR0011799907";"GV";"Euronext Paris";"EUR";"3.435";"3.65";"3.40";"3.52";"05/01/2018 17:35";"CET";"77579";"271172.215"
"GENOWAY";"FR0004053510";"ALGEN";"Euronext Growth Paris";"EUR";"2.02";"2.02";"1.99";"1.99";"05/01/2018 16:26";"CET";"2171";"4338.23"
"GENSIGHT BIOLOGICS";"FR0013183985";"SIGHT";"Euronext Paris";"EUR";"5.96";"6.10";"5.88";"6.10";"05/01/2018 17:35";"CET";"37495";"224642.52"
"GENTLEMENS EQUITY";"PTGVE1AE0009";"MLGEQ";"Euronext Access Paris";"EUR";"0.10";"0.10";"0.10";"0.10";"20/09/2017 16:30";"CET";"1111";"111.10"
"GEVELOT";"FR0000033888";"ALGEV";"Euronext Growth Paris";"EUR";"204.00";"204.00";"202.00";"202.00";"05/01/2018 16:30";"CET";"264";"53810.00"
"GFI INFORMATIQUE";"FR0004038099";"GFI";"Euronext Paris";"EUR";"7.68";"7.76";"7.56";"7.76";"05/01/2018 17:29";"CET";"5662";"43387.04"
"GIMV";"BE0003699130";"GIMB";"Euronext Brussels";"EUR";"51.40";"51.90";"51.40";"51.70";"05/01/2018 17:35";"CET";"14539";"752784.00"
"GL EVENTS";"FR0000066672";"GLO";"Euronext Paris";"EUR";"26.60";"27.40";"26.60";"27.20";"05/01/2018 17:35";"CET";"11710";"316640.05"
"GLINTT";"PTPAD0AM0007";"GLINT";"Euronext Lisbon";"EUR";"0.256";"0.256";"0.256";"0.256";"05/01/2018 15:04";"BST";"5500";"1408.00"
"GLOBAL BIOENERGIES";"FR0011052257";"ALGBE";"Euronext Growth Paris";"EUR";"17.34";"17.80";"17.18";"17.60";"05/01/2018 17:37";"CET";"18396";"322324.60"
"GLOBAL ECOPOWER";"FR0011289198";"ALGEP";"Euronext Growth Paris";"EUR";"3.09";"3.10";"3.05";"3.09";"05/01/2018 15:17";"CET";"9521";"29206.65"
"GLOBAL GRAPHICS";"GB00BYN5BY03";"GLOG";"Euronext Brussels";"EUR";"2.84";"2.91";"2.82";"2.86";"05/01/2018 17:20";"CET";"10336";"29505.01"
"GLOBAL HEALTH GR.";"CH0121668229";"MLIFE";"Euronext Access Paris";"EUR";"2.45";"2.45";"2.45";"2.45";"25/07/2017 11:30";"CET";"10";"24.50"
"GOLD BY GOLD";"FR0011208693";"ALGLD";"Euronext Growth Paris";"EUR";"1.10";"1.10";"1.10";"1.10";"05/01/2018 11:30";"CET";"1400";"1540.00"
"GOUR MEDICAL";"CH0342399851";"MLGML";"Euronext Access Paris";"EUR";"3.90";"3.90";"3.90";"3.90";"28/12/2017 16:30";"CET";"575";"2242.50"
"GPE GROUP PIZZORNO";"FR0010214064";"GPE";"Euronext Paris";"EUR";"27.40";"28.00";"26.60";"27.50";"05/01/2018 17:29";"CET";"1689";"46349.00"
"GPE PAROT (AUTO)";"FR0013204070";"ALPAR";"Euronext Growth Paris";"EUR";"9.96";"10.00";"9.90";"9.98";"05/01/2018 16:02";"CET";"1289";"12824.68"
"GRAINES VOLTZ";"FR0000065971";"GRVO";"Euronext Paris";"EUR";"33.40";"33.40";"32.40";"32.40";"04/01/2018 16:30";"CET";"392";"13067.80"
"GRANDVISION";"NL0010937066";"GVNV";"Euronext Amsterdam";"EUR";"21.06";"21.18";"20.90";"20.90";"05/01/2018 17:35";"CET";"147333";"3099747.30"
"GRECEMAR";"FR0012991040";"MLCMG";"Euronext Access Paris";"EUR";"4.11";"4.11";"4.11";"4.11";"03/11/2017 11:30";"CET";"7";"28.77"
"GREEN ENERGY GE4S";"BE0948833760";"MLGES";"Euronext Access Paris";"EUR";"4.24";"4.24";"4.24";"4.24";"27/12/2017 11:30";"CET";"5";"21.20"
"GREENYARD";"BE0003765790";"GREEN";"Euronext Brussels";"EUR";"19.90";"20.40";"19.90";"20.15";"05/01/2018 12:08";"CET";"82913";"1665403.48"
"GROOTHANDELSGEBOUW";"NL0000440824";"GROHA";"Euronext Amsterdam";"EUR";"49.00";"49.00";"49.00";"49.00";"05/01/2018 11:30";"CET";"100";"4900.00"
"GROUPE CARNIVOR";"FR0000076960";"MLGRC";"Euronext Access Paris";"EUR";"18.58";"18.58";"18.58";"18.58";"03/03/2017 15:00";"CET";"16";"297.28"
"GROUPE CRIT";"FR0000036675";"CEN";"Euronext Paris";"EUR";"77.00";"78.20";"74.60";"77.90";"05/01/2018 17:35";"CET";"3955";"300878.50"
"GROUPE EUROTUNNEL";"FR0010533075";"GET";"Euronext Paris, London";"EUR";"11.035";"11.075";"10.965";"11.00";"05/01/2018 17:35";"CET";"947299";"10421494.275"
"GROUPE FLO";"FR0004076891";"FLO";"Euronext Paris";"EUR";"0.262";"0.27";"0.26";"0.2665";"05/01/2018 17:35";"CET";"404010";"106957.186"
"GROUPE FLO NV18";"FR0013308814";"FLONV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"GROUPE GORGE";"FR0000062671";"GOE";"Euronext Paris";"EUR";"16.40";"16.78";"16.34";"16.70";"05/01/2018 17:35";"CET";"16575";"274544.60"
"GROUPE GUILLIN";"FR0012819381";"ALGIL";"Euronext Growth Paris";"EUR";"36.35";"36.50";"35.75";"35.90";"05/01/2018 17:35";"CET";"19546";"706184.05"
"GROUPE IRD";"FR0000124232";"IRD";"Euronext Paris";"EUR";"21.60";"21.60";"21.60";"21.60";"05/01/2018 09:00";"CET";"1";"21.60"
"GROUPE JAJ";"FR0004010338";"GJAJ";"Euronext Paris";"EUR";"2.00";"2.00";"2.00";"2.00";"05/01/2018 13:00";"CET";"100";"200.00"
"GROUPE LDLC";"FR0000075442";"LDL";"Euronext Paris";"EUR";"21.75";"21.75";"21.15";"21.60";"05/01/2018 17:35";"CET";"4418";"94652.95"
"GROUPE OPEN";"FR0004050300";"OPN";"Euronext Paris";"EUR";"33.00";"33.25";"32.60";"33.00";"05/01/2018 17:35";"CET";"8160";"269311.40"
"GROUPE PARTOUCHE";"FR0012612646";"PARP";"Euronext Paris";"EUR";"33.90";"34.10";"33.20";"33.60";"05/01/2018 17:35";"CET";"1010";"34041.40"
"GROUPE PLUS-VALUES";"FR0010529719";"MLPVG";"Euronext Access Paris";"EUR";"0.01";"0.01";"0.01";"0.01";"18/03/2013 15:00";"CET";"20000";"200.00"
"GROUPE RIVALIS";"FR0010766642";"MLRIV";"Euronext Access Paris";"EUR";"9.98";"9.98";"9.98";"9.98";"18/04/2012 15:00";"CET";"105";"1047.90"
"GROUPE SFPI";"FR0004155000";"SFPI";"Euronext Paris";"EUR";"3.34";"3.42";"3.31";"3.42";"05/01/2018 17:26";"CET";"16416";"55007.10"
"GROUPE VIAL";"FR0010340406";"VIA";"Euronext Paris";"EUR";"0.90";"0.92";"0.89";"0.91";"31/01/2014 17:13";"CET";"27550";"24833.50"
"GROUPIMO";"FR0013297488";"ALIMO";"Euronext Growth Paris";"EUR";"0.09";"0.09";"0.09";"0.09";"05/01/2018 16:30";"CET";"10100";"909.00"
"GROWNERS";"BE0003861789";"GROWN";"Euronext Access Brussels";"EUR";"1.25";"1.25";"1.25";"1.25";"03/01/2018 11:30";"CET";"390";"487.50"
"GT BIOPHARMA INC";"US36254L1008";"GTBP";"Euronext Paris";"EUR";"5.00";"5.00";"5.00";"5.00";"05/01/2018 11:30";"CET";"1000";"5000.00"
"GTT";"FR0011726835";"GTT";"Euronext Paris";"EUR";"51.45";"52.75";"51.30";"51.40";"05/01/2018 17:35";"CET";"80889";"4208259.15"
"GUERBET";"FR0000032526";"GBT";"Euronext Paris";"EUR";"83.00";"84.70";"82.70";"84.50";"05/01/2018 17:35";"CET";"4325";"360971.40"
"GUERBET NV18";"FR0013308798";"GBTNV";"Euronext Paris";"EUR";"80.30";"80.30";"80.30";"80.30";"05/01/2018 11:30";"CET";"100";"8030.00"
"GUILLEMOT";"FR0000066722";"GUI";"Euronext Paris";"EUR";"5.00";"5.14";"4.96";"5.06";"05/01/2018 17:23";"CET";"32127";"161357.33"
"GUY DEGRENNE";"FR0004035061";"GUYD";"Euronext Paris";"EUR";"0.37";"0.37";"0.37";"0.37";"05/01/2018 11:30";"CET";"8801";"3256.37"
"H2O INNOVATION INC";"CA4433003064";"ALHEO";"Euronext Growth Paris";"EUR";"0.63";"0.63";"0.63";"0.63";"03/01/2018 11:30";"CET";"1211";"762.93"
"HAL TRUST";"BMG455841020";"HAL";"Euronext Amsterdam";"EUR";"159.80";"159.80";"156.00";"156.40";"05/01/2018 17:35";"CET";"13386";"2100893.20"
"HAMON";"BE0003700144";"HAMO";"Euronext Brussels";"EUR";"1.803";"1.81";"1.80";"1.80";"22/12/2017 10:57";"CET";"7965";"14350.95"
"HARVEST";"FR0010207795";"ALHVS";"Euronext Growth Paris";"EUR";"80.50";"80.50";"80.00";"80.00";"05/01/2018 16:30";"CET";"240";"19295.50"
"HAULOTTE GROUP";"FR0000066755";"PIG";"Euronext Paris";"EUR";"17.04";"17.04";"16.72";"16.84";"05/01/2018 17:35";"CET";"71977";"1211980.80"
"HeadFirst Source G";"CWN814651014";"HFS";"Euronext Amsterdam";"EUR";"2.68";"2.68";"2.46";"2.58";"05/01/2018 15:24";"CET";"8485";"21326.04"
"HEALTH";"FR0013251584";"MLAHC";"Euronext Access Paris";"EUR";"7.46";"7.46";"7.46";"7.46";"27/12/2017 11:30";"CET";"697";"5199.62"
"HEIJMANS";"NL0009269109";"HEIJM";"Euronext Amsterdam";"EUR";"9.89";"9.95";"9.86";"9.88";"05/01/2018 17:35";"CET";"124458";"1233039.71"
"HEINEKEN";"NL0000009165";"HEIA";"Euronext Amsterdam";"EUR";"87.50";"88.34";"87.32";"88.34";"05/01/2018 17:35";"CET";"503308";"44297797.64"
"HEINEKEN HOLDING";"NL0000008977";"HEIO";"Euronext Amsterdam";"EUR";"83.00";"83.70";"83.00";"83.70";"05/01/2018 17:35";"CET";"105647";"8816503.90"
"HERIGE";"FR0000066540";"HERIG";"Euronext Paris";"EUR";"40.50";"40.50";"38.80";"39.00";"05/01/2018 17:26";"CET";"1031";"40966.60"
"HERMES INTL";"FR0000052292";"RMS";"Euronext Paris";"EUR";"443.40";"447.50";"443.40";"447.50";"05/01/2018 17:35";"CET";"40301";"17993278.40"
"HEURTEY PETROCHEM";"FR0010343186";"ALHPC";"Euronext Growth Paris";"EUR";"23.40";"24.00";"23.20";"24.00";"04/01/2018 17:35";"CET";"1516";"35368.40"
"HEXCEL";"US4282911084";"HXL";"Euronext Paris";"EUR";"54.73";"54.73";"54.73";"54.73";"14/12/2017 14:34";"CET";"50";"2736.50"
"HF";"FR0000038531";"HF";"Euronext Paris";"EUR";"9.04";"9.06";"8.96";"9.06";"05/01/2018 17:35";"CET";"857";"7737.28"
"HIGH CO";"FR0000054231";"HCO";"Euronext Paris";"EUR";"5.05";"5.05";"4.98";"5.00";"05/01/2018 17:29";"CET";"14615";"73363.80"
"HIOLLE INDUSTRIES";"FR0000077562";"ALHIO";"Euronext Growth Paris";"EUR";"3.72";"3.78";"3.72";"3.74";"05/01/2018 17:35";"CET";"11509";"43083.12"
"HIPAY GROUP";"FR0012821916";"HIPAY";"Euronext Paris";"EUR";"14.25";"14.25";"13.90";"14.00";"05/01/2018 17:05";"CET";"4384";"61765.15"
"HITECHPROS";"FR0010396309";"ALHIT";"Euronext Growth Paris";"EUR";"18.50";"18.60";"18.50";"18.60";"05/01/2018 16:30";"CET";"226";"4201.00"
"HK";"DE000A11Q133";"MLHK";"Euronext Access Paris";"EUR";"172.00";"172.00";"172.00";"172.00";"05/01/2018 16:30";"CET";"4";"688.00"
"HOCHE BAINS L.BAIN";"FR0000051302";"MLHBB";"Euronext Access Paris";"EUR";"11.75";"11.75";"11.75";"11.75";"14/12/2017 11:30";"CET";"8";"94.00"
"HOLLAND COLOURS";"NL0000440311";"HOLCO";"Euronext Amsterdam";"EUR";"93.80";"93.80";"88.80";"90.20";"05/01/2018 17:35";"CET";"561";"51123.20"
"HOLOSFIND";"FR0010446765";"ALHOL";"Euronext Growth Paris";"EUR";"0.02";"0.03";"0.02";"0.02";"30/06/2017 17:35";"CET";"516500";"12040.00"
"HOME CONCEPT";"FR0012336691";"MLHCF";"Euronext Access Paris";"EUR";"15.45";"15.45";"15.45";"15.45";"20/11/2017 16:30";"CET";"15";"231.75"
"HOME INVEST BE.";"BE0003760742";"HOMI";"Euronext Brussels";"EUR";"91.00";"91.00";"88.60";"90.00";"05/01/2018 17:21";"CET";"1324";"118482.40"
"HOPENING";"FR0010312181";"MLHPE";"Euronext Access Paris";"EUR";"1.72";"1.72";"1.72";"1.72";"05/01/2018 11:30";"CET";"162";"278.64"
"HOPSCOTCH GROUPE";"FR0000065278";"HOP";"Euronext Paris";"EUR";"8.48";"8.50";"8.44";"8.50";"05/01/2018 17:02";"CET";"1495";"12671.90"
"HORIZONTALSOFTWARE";"FR0013219367";"ALHSW";"Euronext Growth Paris";"EUR";"8.00";"8.00";"7.90";"7.90";"05/01/2018 11:36";"CET";"43";"339.80"
"HOT.MAJESTIC CANNE";"FR0006226791";"MLHMC";"Euronext Access Paris";"EUR";"3960.00";"3960.00";"3960.00";"3960.00";"05/01/2018 16:30";"CET";"1";"3960.00"
"HOTELIM";"FR0000053738";"MLHOT";"Euronext Access Paris";"EUR";"28.53";"28.53";"28.53";"28.53";"27/12/2017 16:30";"CET";"154";"4393.62"
"HOTELS DE PARIS";"FR0004165801";"HDP";"Euronext Paris";"EUR";"2.74";"2.74";"2.74";"2.74";"05/01/2018 16:30";"CET";"15";"41.10"
"HOTL.IMMOB.NICE";"FR0006563904";"MLHIN";"Euronext Access Paris";"EUR";"143.00";"143.00";"143.00";"143.00";"21/12/2017 16:30";"CET";"20";"2860.00"
"HSBC HOLDINGS";"GB0005405286";"HSB";"Euronext Paris";"EUR";"8.598";"8.609";"8.544";"8.574";"05/01/2018 17:29";"CET";"17827";"152873.389"
"HUBWOO";"FR0004052561";"HBW";"Euronext Paris";"EUR";"0.16";"0.16";"0.16";"0.16";"18/10/2017 14:14";"CET";"49400";"7904.00"
"HUNTER DOUGLAS";"ANN4327C1220";"HDG";"Euronext Amsterdam";"EUR";"72.00";"72.00";"70.80";"71.00";"05/01/2018 17:29";"CET";"624";"44292.60"
"HUNTER DOUGLAS";"ANN4327C1303";"HUNDP";"Euronext Amsterdam";"EUR";"0.13";"0.13";"0.13";"0.13";"01/12/2017 16:30";"CET";"1500";"195.00"
"HYBRIGENICS";"FR0004153930";"ALHYG";"Euronext Growth Paris";"EUR";"0.602";"0.602";"0.59";"0.596";"05/01/2018 17:35";"CET";"360063";"213921.966"
"HYDRATEC";"NL0009391242";"HYDRA";"Euronext Amsterdam";"EUR";"55.50";"55.50";"55.50";"55.50";"05/01/2018 16:30";"CET";"190";"10545.00"
"HYDRAULIQUE PB";"FR0000064735";"MLHYD";"Euronext Access Paris";"EUR";"581.98";"581.98";"581.98";"581.98";"08/12/2017 11:30";"CET";"1";"581.98"
"HYDRO-EXPLOIT.";"FR0005843125";"MLHYE";"Euronext Access Paris";"EUR";"50.90";"50.90";"50.90";"50.90";"22/12/2017 11:30";"CET";"51";"2595.90"
"I.CERAM";"FR0011511971";"ALICR";"Euronext Growth Paris";"EUR";"7.20";"7.40";"7.10";"7.10";"05/01/2018 17:35";"CET";"1545";"11087.55"
"I2S";"FR0005854700";"ALI2S";"Euronext Growth Paris";"EUR";"3.02";"3.02";"3.02";"3.02";"05/01/2018 16:30";"CET";"206";"622.12"
"IBA";"BE0003766806";"IBAB";"Euronext Brussels";"EUR";"20.58";"21.34";"18.53";"19.40";"05/01/2018 17:35";"CET";"835005";"16317607.64"
"IBERSOL,SGPS";"PTIBS0AM0008";"IBS";"Euronext Lisbon";"EUR";"11.90";"12.05";"11.85";"11.85";"05/01/2018 22:35";"BST";"4947";"59174.50"
"IBM";"US4592001014";"IBMA";"Traded not listed Brussels";"USD";"140.01";"140.01";"140.01";"140.01";"10/10/2017 11:30";"CET";"1";"118.68"
"ICADE";"FR0000035081";"ICAD";"Euronext Paris";"EUR";"82.15";"82.85";"82.10";"82.85";"05/01/2018 17:35";"CET";"65196";"5393114.85"
"ICE CONCEPT";"BE0003860773";"ICE";"Euronext Access Brussels";"EUR";"0.50";"0.50";"0.50";"0.50";"11/12/2017 11:30";"CET";"1";"0.50"
"ICT GROUP";"NL0000359537";"ICT";"Euronext Amsterdam";"EUR";"13.60";"13.65";"13.40";"13.55";"05/01/2018 17:29";"CET";"15299";"207017.40"
"ID LOGISTICS GROUP";"FR0010929125";"IDL";"Euronext Paris";"EUR";"132.60";"134.00";"131.40";"133.20";"05/01/2018 17:35";"CET";"1895";"252021.80"
"IDI";"FR0000051393";"IDIP";"Euronext Paris";"EUR";"46.40";"46.70";"45.90";"46.00";"05/01/2018 17:25";"CET";"1094";"50674.50"
"IDS";"FR0000079691";"MLIDS";"Euronext Access Paris";"EUR";"0.70";"0.71";"0.70";"0.71";"05/01/2018 16:52";"CET";"5526";"3890.22"
"IDSUD";"FR0000062184";"ALIDS";"Euronext Growth Paris";"EUR";"76.00";"76.00";"76.00";"76.00";"05/01/2018 16:30";"CET";"285";"21660.00"
"IEP INVEST";"BE0003748622";"IEP";"Euronext Brussels";"EUR";"6.15";"6.20";"6.15";"6.15";"05/01/2018 17:19";"CET";"436";"2683.20"
"IEX GROUP NV";"NL0010556726";"IEX";"Euronext Amsterdam";"EUR";"3.90";"3.90";"3.90";"3.90";"05/01/2018 16:30";"CET";"50";"195.00"
"IFF";"US4595061015";"IFF";"Euronext Paris";"EUR";"106.50";"106.50";"106.50";"106.50";"29/10/2015 14:49";"CET";"15";"1597.50"
"IGE + XAO";"FR0000030827";"IGE";"Euronext Paris";"EUR";"131.50";"132.00";"131.50";"131.50";"05/01/2018 17:35";"CET";"1121";"147626.00"
